id,title,type,genres,averageRating,numVotes,releaseYear,idjw,NbDiff,ClassifImdb,CodePays
tt0373889,Harry Potter and the Order of the Phoenix,movie,"Action, Adventure, Family",7.5,666593.0,2007.0,tm85382,3.0,tous publics,"'gb', 'us'"
tt0162222,Cast Away,movie,"Adventure, Drama, Romance",7.8,665933.0,2000.0,tm21856,4.0,tous publics,'us'
tt0332280,The Notebook,movie,"Drama, Romance",7.8,655696.0,2004.0,tm89663,2.0,tous publics,'us'
tt1024648,Argo,movie,"Biography, Drama, History",7.7,652604.0,2012.0,tm60292,2.0,tous publics,"'gb', 'us'"
tt0234215,The Matrix Reloaded,movie,"Action, Sci-Fi",7.2,652143.0,2003.0,tm11,3.0,tous publics,'us'
tt3890160,Baby Driver,movie,"Action, Crime, Drama",7.5,651171.0,2017.0,tm219267,1.0,tous publics avec avertissement,"'gb', 'us'"
tt2380307,Coco,movie,"Adventure, Animation, Drama",8.4,650187.0,2017.0,tm220546,1.0,tous publics,"'us', 'mx'"
tt0240772,Ocean's Eleven,movie,"Crime, Thriller",7.7,646643.0,2001.0,tm38774,2.0,tous publics,'us'
tt1156398,Zombieland,movie,"Action, Comedy, Horror",7.5,645534.0,2009.0,tm145203,1.0,tous publics,'us'
tt0120363,Toy Story 2,movie,"Adventure, Animation, Comedy",7.9,645083.0,1999.0,tm40070,1.0,tous publics,'us'
tt1396484,It,movie,Horror,7.3,644073.0,2017.0,tm244208,3.0,12,"'us', 'ca'"
tt0119488,L.A. Confidential,movie,"Crime, Drama, Mystery",8.2,641224.0,1997.0,tm192099,2.0,tous publics,'us'
tt11286314,Don't Look Up,movie,"Comedy, Drama, Sci-Fi",7.2,640211.0,2021.0,tm856378,1.0,18,"'us', 'ca'"
tt2119532,Hacksaw Ridge,movie,"Biography, Drama, History",8.1,637503.0,2016.0,tm196552,1.0,12,'us'
tt4154664,Captain Marvel,movie,"Action, Adventure, Sci-Fi",6.8,637219.0,2019.0,tm570,1.0,tous publics,"'us', 'au'"
tt2872718,Nightcrawler,movie,"Crime, Drama, Thriller",7.8,637098.0,2014.0,tm151663,2.0,tous publics avec avertissement,'us'
tt6966692,Green Book,movie,"Biography, Comedy, Drama",8.2,635863.0,2018.0,tm404187,1.0,tous publics,"'us', 'cn'"
tt0443706,Zodiac,movie,"Crime, Drama, Mystery",7.7,635719.0,2007.0,tm76351,3.0,tous publics avec avertissement,'us'
tt0120735,"Lock, Stock and Two Smoking Barrels",movie,"Comedy, Crime",8.1,635221.0,1998.0,tm66918,1.0,tous publics,"'gb', 'us'"
tt0926084,Harry Potter and the Deathly Hallows: Part 1,movie,"Adventure, Family, Fantasy",7.7,631343.0,2010.0,tm91787,3.0,tous publics,"'gb', 'us'"
tt0034583,Casablanca,movie,"Drama, Romance, War",8.5,631274.0,1942.0,tm77588,3.0,tous publics,'us'
tt6723592,Tenet,movie,"Action, Sci-Fi, Thriller",7.3,630063.0,2020.0,tm455670,4.0,tous publics,"'us', 'gb'"
